9-Mar	278	65.29	-25.91	15.47	15.58	5.34	3.68	3.7	277.86	274.11	274.49	117.34	96.86	127.08	101.99	114.57	87.86	126.48	91.91
9-Mar	278	65.36	-26.15	16.58	16.61	5.16	3.61	3.59	277.39	273.94	274.24	138.31	99.54	130	105.15	124.68	87.36	125.12	92.1
9-Mar	278	65.44	-26.38	16.39	16.62	5.41	3.65	3.66	278.07	274.15	274.44	140.54	112.66	147.61	117.79	147.47	101.03	145.31	106.54
9-Mar	278	65.51	-26.6	16.56	16.68	5.52	3.59	3.58	278.35	274.25	274.48	169.49	128.45	168.42	131.69	167.25	107.88	155.23	113.88
9-Mar	278	65.58	-26.83	16.49	16.83	5.54	3.72	3.63	278.41	274.19	274.49	213.31	127.9	167.56	131.24	178.81	110.34	158.54	116.74
9-Mar	278	65.62	-27.13	17.17	17.25	5.59	3.68	3.63	278.55	274.36	274.59	189.94	134.26	175.83	138.2	178.61	114.18	164.1	121.08
9-Mar	278	65.7	-27.31	17.36	17.29	5.55	3.74	3.73	278.44	274.31	274.63	156.01	124.46	162.78	128.31	148.79	109.85	157.61	116.49
9-Mar	278	65.8	-27.45	18.25	18.03	5.64	3.68	3.7	278.69	274.01	274.38	154.62	140.59	183.93	144.29	158.84	129.32	185.61	138.13
9-Mar	278	65.91	-27.74	18.21	18.25	5.61	3.6	3.6	278.61	273.54	273.86	183.12	149.03	195.23	151.67	194.02	144.52	207.77	154.69
9-Mar	278	65.92	-28.23	NaN	17.51	5.43	NaN	3.56	278.17	NaN	273.52	NaN	133.96	175.81	136.21	NaN	136.02	195.99	145.09
9-Mar	278	65.81	-28.45	18.06	18.16	5.64	3.5	3.55	278.7	273.46	273.92	164.13	155.73	204.1	157.97	167.26	144.82	208.31	155.05
9-Mar	278	65.7	-28.65	17.46	17.7	5.66	3.64	3.63	278.75	273.99	274.38	188.69	146.21	191.53	148.36	170.34	128.94	185.36	137.29
9-Mar	278	65.59	-28.85	16.87	17.16	5.71	3.68	3.69	278.87	274.48	274.74	179.16	140.4	184.01	142.25	187.09	118.39	170.28	125.31
9-Mar	278	65.46	-29.1	NaN	16.44	5.73	NaN	3.84	278.92	NaN	275.02	NaN	124.34	163.18	126.27	NaN	107.18	154.4	112.84
9-Mar	278	65.3	-29.14	16.79	16.84	5.73	3.96	3.97	278.91	275.18	275.38	142.37	115.17	150.66	119.46	153.58	98.97	142.02	104.51
9-Mar	278	65.21	-28.95	16.57	16.6	5.74	3.96	3.93	278.92	275.35	275.66	156.98	116.87	152.73	120.33	128.43	90.25	129.36	94.87
9-Mar	278	65.14	-28.74	16.4	16.39	5.73	3.96	3.95	278.91	275.24	275.61	139.06	113.43	148.42	117.12	113.32	90.36	129.71	94.98
9-Mar	278	65.07	-28.52	15.62	15.58	5.79	4	4.06	279.05	275.16	275.56	103.54	104.17	136.83	107.54	105.8	90.84	131.01	94.83
9-Mar	278	65.01	-28.31	15.31	15.18	5.77	3.97	4.01	278.98	275.45	275.79	111.9	102.92	135.13	105.85	100.3	81.01	116.76	84.11
9-Mar	278	64.91	-28.03	14.3	14.41	5.76	4.16	4.18	278.97	275.26	275.59	102.85	85.47	112.66	89.31	112.72	81.78	118.4	84.48
9-Mar	278	64.87	-27.69	NaN	14.43	5.78	NaN	4.24	279	NaN	275.37	NaN	81.95	108.18	86.76	NaN	87.79	127.35	90.95
9-Mar	278	64.94	-27.52	14.24	14.44	5.72	4.34	4.17	278.87	274.77	275.23	169.98	83.73	110.52	87.8	96.11	88.08	127.74	91.32
9-Mar	278	64.99	-27.32	14.87	14.57	5.71	4.18	4.17	278.84	274.68	275.18	98.91	83.77	110.57	88.25	75.75	89.37	129.63	92.67
9-Mar	278	65.03	-27.12	15.09	15.1	5.59	NaN	4.06	278.53	274.5	274.89	NaN	85.9	113.13	90.75	111.74	92.19	133.37	96.07
9-Mar	278	65.05	-26.88	14.77	14.68	5.56	4.14	4.09	278.45	274.33	274.87	114.11	80.62	106.29	84.72	84.37	88.44	128.08	91.58
9-Mar	278	65.08	-26.65	NaN	14.42	5.52	NaN	4.06	278.36	NaN	274.92	NaN	78.23	103.16	82.35	NaN	83.28	120.65	86.28
9-Mar	278	65.15	-26.36	NaN	14.87	5.28	NaN	3.9	277.72	NaN	274.65	NaN	75.3	98.89	80.32	NaN	76.67	110.53	79.54
9-Mar	278	65.26	-26.21	15.34	15.19	5.18	3.75	3.76	277.45	274.14	274.46	99.37	81.04	106.2	85.33	112.86	76.28	109.65	79.15
9-Mar	278	65.35	-26.33	15.91	15.79	5.19	3.65	3.64	277.47	273.79	274.26	112.72	94.09	123.27	97.91	91.69	85.15	122.41	88.86
9-Mar	278	65.44	-26.48	16.06	16.11	5.43	3.6	3.62	278.13	274.08	274.45	136.21	115.81	151.88	118.52	138.33	99.45	143.08	104.42
9-Mar	278	65.53	-26.67	16.39	16.55	5.45	3.58	3.6	278.19	274.11	274.45	145.12	122.03	159.89	124.64	144.14	103.75	149.12	109.28
9-Mar	278	65.61	-26.87	15.81	16.15	5.54	3.73	3.69	278.44	274.12	274.44	171.63	119.76	157.39	121.8	157.29	108.31	156.28	113.99
9-Mar	278	65.68	-27.09	16.27	16.25	5.51	3.76	3.71	278.35	274.18	274.42	168.38	116.65	153.2	118.83	169.94	107.3	154.71	112.79
9-Mar	278	65.76	-27.3	16.69	NaN	5.53	NaN	NaN	278.42	274.09	NaN	NaN	NaN	NaN	NaN	159.37	102.86	141.57	NaN
9-Mar	278	65.84	-27.51	17.53	17.65	5.61	3.8	3.74	278.63	273.78	274.17	188.93	133.6	175.06	135.8	170.74	131.54	189.11	140.04
9-Mar	278	65.94	-27.81	18.12	17.92	5.44	NaN	3.65	278.19	273.3	273.65	NaN	130.93	171.47	132.67	176.88	136.07	195.5	145.17
9-Mar	278	65.29	-28.44	18.78	18.47	5.78	NaN	3.95	279.04	274.91	275.27	NaN	133.37	173.87	137.96	129.97	115.44	165.02	123.29
9-Mar	278	65.36	-28.66	NaN	NaN	5.76	NaN	NaN	278.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.74	158.17	NaN
9-Mar	278	65.46	-28.93	NaN	19.86	5.75	NaN	4.02	278.97	NaN	275	NaN	134.9	175.37	140.44	NaN	130.34	185.7	140.7
